"","G35441","G36194","G36491","G36811","G35531","G36771","G35878","G36505","G36449","G37005","G35874","G35403","G36434","G36204","G36530","G36279","G36473","G35892","G36287","G36463","G36760","G35350","G36452","G36910","G35512","G36233","G37030","G36193","G36468","G36202","G36288","G36460","G36186","G35470","G36492","G36495","G36518","G37024","G36516","G36200","G36457","G36528","G35876","G36198","G36242","G36450","G36944","G36203","G36511","G36408","G36138","G36508","G36037","G35523","G35997","G36987","G35513","G36286","G36456","G36213","G36466","G35453","G35923","G35414","G36432","G36769","G36317","G36420","G37047","G36438","G36834","G36476","G35533","G35469","G36764","G36459","G35924","G36219","G36523","G36490","G36205","G36485","G36455","G35352","G36540","G35409","G36824","G37040","G35442","G37026","G35424","G37039","G36139","G36527","G36521","G36433","G36215","G36173","G36761","G36235","G36144","G36816","G35351","G36773","G36141","G35395","G37042","G36514","G36536","G36192","G36028","G36189","G35397","G35404","G36035","G36982","G36538","G36489","G35445","G36763","G36498","G36272","G36201","G37050","G36280","G35522","G36453","G37022","G35477","G35902","G36210","G37045","G36854","G36029","G36435","G36034","G36454","G36753","G35938","G36145","G36257","G36161","G35416","G36439","G36534","G35455","G36464","G36290","G37037","G36431"
"4321810",0,0,0,64,0,5,0,5,0,0,0,4,0,0,217,0,0,2,3,1,0,0,0,0,0,10,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,14931,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,171,0,0,0,0,7,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,3,0,0,1,0,0,42,0,708,0,0,0,0,0,66,0,0,0,23,0,16,0,0,750,0,2,0,0,0,0,0,4597,0,0,0,20,64,1,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,1979,12,0,99,0,0
"3138798",1,49,0,4,0,1,0,0,0,0,0,24,0,369,0,0,0,153,930,788,0,0,0,0,0,1774,1128,3845,1192,1044,1766,0,598,2705,0,0,0,0,0,1545,1173,1,1,1,2250,0,0,824,0,0,4,0,0,0,0,0,0,749,988,0,0,3629,0,0,0,3,3,34,0,0,0,881,0,1641,0,2,1,3867,0,1,30,0,0,0,0,0,2,712,2,1,1,671,0,0,0,0,44,458,0,393,1,0,1,1,5,2,0,0,1,234,0,1801,0,208,1553,0,0,0,0,0,0,1432,369,0,5109,0,0,0,19357,0,18,1,1531,4,0,0,0,0,0,0,1,11,0,0,0,3,1018,0,0,0
"3544699",0,0,0,0,0,185,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,6,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,1,416,0,0,32,0,0,0,0,0,0,0,0,1,0,68,0,0,3,1,0,0,0,0,0,4,0,0,0,45,207,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,52,0,0,0,0,0,0,0,0,8,0,11,0,0,1,0,0,0,3,0,0,8,225,0,0,0,0,0,0,0,0
"1103978",0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,2,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0,1,0,0,1,0,0,0,0,6,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,12,2,3,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0
"183207",0,0,0,18,0,33,0,21,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,6,4,0,0,61,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,11,0,0,4,0,0,1,0,0,0,0,0,1,1,14,0,0,285,0,0,0,7,3,0,0,0,50,0,0,16,19,0,0,2,0,0,0,0,0,0,0,72,0,1,0,0,0,4,2,0,0,0,0,0,0,12,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,22,18,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,38,0,0,0,0
"365842",0,0,1,4,0,3,0,2,0,0,0,0,0,1,0,0,4,0,0,5,0,0,0,0,12,0,2,1,3,2,0,9,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,2,0,7,2,0,0,0,3,0,0,0,6,3,2,2,2,5,0,0,0,0,0,0,0,10,0,0,0,0,5,13,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0
"4407515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,49,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"190240",0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,4,2,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,4,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,2,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,1,0
"174950",0,0,0,1,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,1,0,0,3,2,4,0,6,0,0,0,0,1,4,0,2,0,1,0,2,1,1,0,1,1,0,0,0,2,0,0,1,0,7,0,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,0,1,0,0,8,0,0,1,0,0,0,2,0,3,0,7,4,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0
"185563",2,0,0,1,0,0,0,4,0,0,0,7,0,0,2,0,5,1,0,3,0,0,0,1,4,4,1,5,0,0,3,11,0,5,0,0,47,0,6,5,5,22,9,1,8,0,3,0,0,4,4,0,13,0,1,0,1,3,5,0,16,6,2,0,0,6,6,0,5,5,23,1,2,5,15,0,4,0,0,0,2,0,13,7,0,31,0,0,0,0,0,0,0,1,12,0,0,0,1,3,1,13,15,9,5,10,0,0,26,0,0,0,2,0,0,5,0,2,0,7,11,0,0,0,1,0,2,1,13,0,0,4,0,0,0,0,2,0,9,3,3,0,0,0,18,5,0,3,2,0
"188648",0,1,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,1,4,5,0,1,3,2,3,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,5,0,0,2,4,0,0,0,12,9,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0
"185232",0,4,0,0,0,11,3,2,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,1,1,0,8,1,0,5,0,0,4,1,0,0,7,1,0,0,0,2,0,3,0,0,7,0,0,0,0,0,0,2,0,0,1,1,0,0,17,1,0,0,13,1,0,0,0,0,0,0,13,103,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,4,0,13,0,0,0,7,0,0,6,0,0,0,0,0,0,19,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,13,0,0,2,0
"185731",0,0,0,1,1,0,0,3,0,0,1,3,0,0,0,0,5,1,1,1,0,0,0,0,1,1,0,3,2,0,5,8,0,5,0,0,18,0,4,4,1,9,52,1,7,0,3,2,0,1,10,0,51,0,14,0,0,7,4,0,2,5,1,0,0,0,2,0,0,3,27,2,0,0,7,0,4,0,0,0,2,0,8,1,0,9,0,1,0,0,0,0,1,0,8,0,0,0,0,1,0,7,11,2,1,1,0,0,28,0,0,0,0,0,0,1,0,1,0,4,6,0,0,0,4,0,3,0,2,1,0,1,0,0,0,0,0,0,9,1,2,0,0,0,11,3,2,1,1,0
"369014",0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,3,13,0,0,14,0,0,0,0,11,5,1,1,5,0,8,30,0,2,0,0,0,0,0,1,16,5,5,0,7,0,1,1,0,0,27,0,15,0,1,0,2,5,3,0,40,8,6,0,0,24,2,0,3,11,10,2,0,10,28,0,0,2,0,0,2,0,39,0,0,2,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,22,13,1,3,3,0,0,0,3,0,0,0,0,0,9,0,4,0,6,17,0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,10,3,11,0,4,0
"105287",1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,4,2,4,0,3,0,1,10,0,0,2,1,0,0,0,0,9,3,4,0,2,0,0,2,0,0,2,0,8,0,0,0,1,3,2,0,7,6,2,0,0,8,0,0,1,2,8,0,0,5,10,0,0,0,0,0,2,1,19,0,0,0,0,6,13,0,0,1,5,0,0,0,0,0,0,1,0,10,9,1,1,3,0,0,7,2,0,0,1,0,0,4,0,2,0,0,6,0,3,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,2,0,1,0
"176201",0,6,0,1,0,0,0,3,0,0,0,0,0,0,1,0,3,1,1,3,0,0,0,1,1,1,0,1,6,0,5,0,0,2,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,5,0,0,0,1,2,0,2,9,2,0,0,0,0,0,0,0,0,2,3,0,0,1,0,4,0,1,9,0,0,0,0,3,0,0,0,0,0,5,1,4,8,4,5,8,0,0,8,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,8,0
"176297",0,9,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,19,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,5,0,0,1,0,0,0,0,2,52,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,4,0,0,0,11,0,0,6,0,0,0,0,0,0,13,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,8,0,0,0,0
"171559",0,0,0,2,0,1,2,0,0,0,0,0,4,0,2,0,2,9,0,0,2,2,0,0,2,0,0,1,3,2,0,1,0,5,0,0,8,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,1,0,3,0,0,6,1,5,0,0,1,1,0,0,7,0,0,6,1,0,0,0,11,0,0,0,0,2,0,1,0,0,2,0,4,0,0,0,3,0,0,2,2,0,0,0,2,0,0,1,0,0,2,1,5,4,0,2,0,0,0,0,0,3,0,0,0,0,1,0,1,0,3,1,0,0,0,6,0,4,0,0,0,0,4,0,0,0,0,0,1,1,0,2
"1820513",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,181,58,0,0,0,0,0,343,69,297,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,8,370,0,0,0,30,0,16,94,0,0,0,0,0,0,0,0,33,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,25,0,527,1364,0,0,0,0,0,0,66,0,0,77,0,152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,1,221,0,519,0,0,0,2,57,1,0,3553,0
"816702",9,0,15,0,0,50,0,0,0,0,3,4,1,0,16,0,2,0,0,0,13,57,7,44,0,0,0,0,0,0,0,0,617,0,8,0,661,0,21,0,0,32,2,352,0,6,3,0,189,147,0,4,13,1,0,0,0,0,0,408,0,0,9,0,0,0,0,9,0,0,0,3,2,0,0,0,1,274,641,0,0,94,2,59,6,10,1,0,34,0,1,2,0,67,329,0,226,180,13,2,4,9,0,0,6,148,0,426,260,2,0,39,0,226,222,5,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,3,0,32,0,0,0,0,208,0,0,0,1,0
"174439",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,12,0,0,0,12,0,0,14,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,1,0,9,0,15,9,34,0,0,26,0,0,0,8,0,0,0,0,29,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,4,27,15,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"177040",0,0,0,0,0,27,0,8,0,0,0,1,0,2,0,9,0,3,1,6,0,0,0,0,0,1,7,0,5,7,1,0,0,0,0,0,0,0,0,11,11,9,7,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,25,1,0,0,0,0,0,0,28,39,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,25,0,0,0,0,0,0,0,2,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,4,0,0,0,6,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,10,0,18,0,0
"188863",0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,6,3,0,0,3,2,13,0,0,0,1,12,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,38,1,0,2,11,0,0,0,21,33,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,7,0,13,12,13,2,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"192231",0,6,0,3,0,7,0,1,0,0,0,0,0,1,0,0,6,0,0,6,0,0,0,0,13,0,0,0,2,1,0,6,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,4,0,0,10,0,28,0,0,0,1,0,4,0,7,5,0,0,0,14,1,0,0,3,14,0,1,1,20,0,0,0,0,0,2,0,10,0,0,0,0,2,22,0,0,1,3,0,0,0,0,0,0,0,0,5,8,4,8,0,0,0,0,6,0,0,1,0,0,0,0,5,0,1,9,1,5,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,0
"1918929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,3,0,0,0,10,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0
"4365130",0,0,0,0,0,0,0,0,4,0,0,37,0,0,2,0,0,583,1,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,3212,0,0,0,0,0,0,0,1064,0,0,6,0,0,1,0,0,0,11380,0,0,2,0,0,0,1,1,0,0,575,0,0,112,7,1,0,0,4882,1,1,2,0,1,3,1,4,0,0,0,2,0,0,0,0,1,0,362,0,0,0,0,0,2,0,0,2,0,0,0,4520,0,1084,1,0,0,0,7,0,0,0,0,3,1373,1,0,1,0,0,0,0,0
"875735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,7,0,0,0,4,0,5,0,0,0,2,0,5,0,0,20,0,0,0,7,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,1,41,0,0,1,1,0,0,0,0,0,2,0,5,14,0,0,0,3,2,6,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,5
"4326452",12,6,3,27,0,0,0,0,5,4,0,0,0,3,0,1,0,1,0,0,110,176,18,29,0,0,0,40,0,1,0,3,148,0,0,11,713,0,0,0,0,0,3,162,0,3,0,5,0,116,1,0,15,1,0,0,0,0,0,0,0,4,116,0,0,0,0,2,0,0,5,0,0,0,0,0,83,2,4,2,0,63,2,89,49,0,6,1,346,10,10,0,24,0,0,0,1,26,136,1,115,0,9,2,0,2,0,0,0,30,299,199,0,0,14,0,11,0,3,2,0,0,0,0,0,0,0,92,1,2,0,6,0,24,0,26,0,68,1,10,2,2,0,0,0,6,0,2,4,1
"176507",0,1,0,2,0,12,0,16,0,0,0,0,0,0,0,0,18,0,10,7,0,0,0,0,8,0,7,0,4,2,0,2,0,3,3,4,0,0,0,1,13,0,1,0,1,0,0,1,0,0,5,0,4,0,0,0,0,8,4,0,6,18,3,0,0,4,0,0,0,2,1,4,0,1,11,0,0,0,0,2,7,1,4,0,0,0,0,28,10,0,0,3,5,0,0,0,0,0,0,0,0,2,0,9,4,0,0,0,0,4,0,0,1,0,0,3,0,3,0,4,3,1,7,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,5,0,0,0
"187035",5,2,0,4,1,5,0,6,0,0,0,1,0,0,4,0,8,0,0,2,0,0,0,1,2,0,3,5,2,0,3,12,0,1,0,0,54,2,4,3,9,17,12,0,7,0,4,0,0,1,13,0,6,0,0,0,1,6,0,0,9,3,0,0,0,5,3,0,0,6,18,4,1,5,14,0,1,0,0,0,6,0,9,8,0,29,0,0,0,0,0,0,0,4,12,0,0,0,0,6,0,6,15,7,4,15,0,0,29,0,0,0,1,0,0,0,0,4,0,2,4,0,0,0,2,0,2,5,9,0,0,6,0,0,0,0,0,0,8,1,4,0,0,0,17,6,1,0,1,0
"193744",1,3,0,2,1,5,0,5,0,0,0,2,0,2,2,0,2,0,0,3,0,0,0,0,2,1,0,4,1,0,1,7,0,2,0,0,24,0,8,2,1,13,6,0,1,0,1,0,0,3,9,0,5,0,0,0,0,2,1,0,6,4,1,0,0,7,0,0,3,1,14,2,0,3,9,0,3,0,0,0,1,0,11,6,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,9,18,3,1,3,0,0,23,0,0,0,0,0,0,4,0,1,0,1,9,0,0,0,1,0,1,1,6,0,0,1,1,0,0,0,0,0,6,0,2,0,0,0,5,5,2,3,1,0
"3426658",0,0,0,40,0,0,0,0,6,0,0,0,10,0,0,0,1,45,0,0,0,1,10,11,19,0,8,0,1,0,0,2,0,32,0,0,66,0,22,0,5,0,1,0,1,2,0,0,1,0,14,0,32,13,0,0,2,2,3,0,2,23,2,0,4,2,1,0,18,2,40,0,2,40,0,0,0,0,73,0,0,0,5,0,0,0,0,7,3,0,18,16,30,0,17,3,0,0,0,4,0,0,16,0,0,16,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,14,0,23,6,0,0,16,72,5,26,4,0,1,0,27,0,0,4,0,19,0,9,29,7
"347639",0,3,0,1,0,1,0,2,0,0,0,1,0,4,3,0,7,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,1,3,0,2,0,0,2,0,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,1,1,0,4,0
"186416",0,0,0,0,0,119,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,5,0,0,0,0,416,808,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"663649",0,0,0,2,0,11,12,0,0,0,0,0,1,0,3,0,0,4,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,9,0,2,0,0,1,0,0,4,18,0,0,1,0,0,0,0,0,0,0,0,2,0,11,1,0,0,0,2,0,2,0,0,0,0,0,0,4,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,1,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0
"4471251",0,0,0,0,0,0,16,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,46,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,7,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,3,0,7,7,1,0,0,0,1,0,0,0,0,0,0,17
"4430639",5,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,2,6,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,43,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0
"194672",0,28,0,6,1,20,0,5,0,0,0,1,0,21,0,6,6,0,0,246,0,0,0,0,7,2,41,54,147,3,2,21,0,0,0,0,0,0,0,215,170,0,13,0,1,0,0,359,0,0,7,0,59,0,0,0,0,0,78,0,13,35,12,0,0,126,3,0,0,11,10,3,0,56,13,0,1,0,0,0,61,0,10,0,0,3,0,26,21,0,0,48,19,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,31,0,1,0,0,0,66,0,10,0,0,3,1,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0
"188753",0,0,0,0,0,4,0,2,0,0,0,4,0,0,1,0,0,6,1,7,0,0,0,0,0,4,14,0,0,7,5,0,0,2,6,0,0,1,0,4,7,26,73,0,6,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,20,3,0,1,0,0,0,0,8,34,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,0,1,0,1,0,0,0,39,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,2,0
"4466616",8,1,6,0,2,5,146,6,0,1,1,0,0,9,0,1,1,18,0,6,4,0,2,0,1,6,0,0,1,14,1,2,0,1,1,6,0,1,9,3,0,0,2,2,4,0,0,13,0,0,1,1,5,0,1,0,0,1,0,2,1,4,0,0,0,2,0,0,6,1,2,1,0,2,11,0,5,0,1,6,22,0,6,0,0,0,7,2,0,2,0,0,0,0,2,0,2,0,33,4,0,4,0,0,0,1,0,0,0,2,147,0,0,3,0,0,0,4,0,14,0,0,4,0,0,0,1,10,0,0,0,17,0,180,0,0,0,26,3,3,2,0,0,0,0,0,1,0,29,0
"195805",0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,1,0,9,0,1,0,0,0,9,0,0,4,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,2,0,0,2,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,7,2,0,13,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,0
"701221",0,4,0,0,0,12,0,2,0,0,0,1,0,1,0,2,0,11,16,0,0,0,0,0,1,3,0,3,1,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,4,7,0,0,2,0,0,0,0,0,0,0,6,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,1,2,0,0,0,6,0,0,1,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
"2119418",2,0,3,3,0,831,0,0,0,1,0,36,0,0,215,0,34,0,0,1,6,475,4,133,3,0,0,0,0,0,0,1,3779,0,188,0,4883,0,504,0,0,526,0,4312,10,55,94,2,2746,23,0,130,0,30,0,0,0,20,3,63,0,0,43,0,0,0,0,1,3,0,0,19,9,0,0,0,0,63,9973,0,0,678,15,125,51,0,11,0,118,0,0,2,1,1428,6100,2,32,71,4,23,40,0,0,6,107,1997,0,6454,4408,1,4,38,8,759,58,1,1,0,0,0,0,2,0,0,0,0,0,0,15,73,0,13,0,1,0,0,0,1,0,653,2,2,1,0,3986,0,0,0,1,2
